service_id,service_name,provider_name,service_description,description_spanish,address,phone,other_contact,link
44,Immigration Legal Consultations ($100 per consultation),AYUDA,"Services include, but are not limited to:

Family-based immigration applications
Removal defense
Asylum
Special Immigrant Juvenile Status (SIJS)
Humanitarian applications (victims of crime, domestic violence, human trafficking)
Violence Against Women Act petitions
Adjustment of status to permanent residence
Naturalization (citizenship)
Temporary Protected Status
Action for Childhood Arrivals (DACA)
Need help with an immigration matter? The first step toward a solution is to come in for a consultation with one of our staff.

Please contact one of our offices, information below, to schedule a legal consultation.

The cost for a consultation is $100. Pay special attention to the different service hours between the offices in DC, Virginia and Maryland.","Nuestro departamento de Acción Sanitaria Comunitaria (CHA) identifica, educa e involucra a miembros de la comunidad mediante actividades de promoción de la salud y el bienestar salud reproductiva de la mujer y la prevención de la violencia de género, el empoderamiento de LGBTQ, pruebas de VIH/SIDA, asesoramiento y derivación, y gestión de enfermedades crónicas.","Maryland Office
8757 Georgia Ave, Suite 800
Silver Spring, MD 20910
Phone: 240-594-0600

D.C. Office
1990 K Street NW, Suite 500
Washington, DC 20006
Phone: 202-387-4848",240-594-0600,Phone: 202-387-4848,https://ayuda.com/legal-services-4/immigration-law/
54,"Honest Jobs (Job Platform 
& Services for Criminal 
Justice Involved Individuals)",Honest Jobs,"Honest Jobs is a national job marketplace for people 
who have been affected by the criminal justice system.

This program serves individuals with criminal
justice history.",Honest Jobs es un mercado de trabajo nacional para personas que se han visto afectadas por el sistema de justicia penal. Este programa atiende a personas con antecedentes penales.,"Apply on their website
Nationwide",,,"Website: https://www.honestjobs.com/

Facebook: https://www.facebook.com/honestjobsHQ"
45,Domestic Violence & Family Law Clinic,AYUDA,"Our Domestic Violence and Family Law services include:

Protective Orders
Child Custody
Child Support
Divorce/ Legal Separation
Spousal Support
Crime Victims’ Rights Advocacy","Brighter Bites se dedica a mejorar los resultados de salud y empoderar a las familias mediante la provisión de educación en nutrición, acceso a productos frescos y experiencias alimentarias agradables. Su programa integral abarca hasta tres años, dirigido a escuelas primarias calificadas y programas de enriquecimiento de verano. Su misión es cultivar comunidades de salud a través de alimentos frescos. Buscan activamente asociaciones y apoyo para sus iniciativas y dependen en gran medida de la participación de voluntarios. A través de la educación en nutrición basada en evidencia y la distribución de productos frescos a comunidades desatendidas, junto con actividades atractivas como demostraciones de cocina y degustaciones de recetas, Brighter Bites tiene como objetivo inculcar hábitos alimenticios saludables de por vida y empoderar a las familias para que prioricen su salud y bienestar.","Maryland Office
8757 Georgia Ave, Suite 800
Silver Spring, MD 20910
Phone: 240-594-0600

D.C. Office
1990 K Street NW, Suite 500
Washington, DC 20006
Phone: 202-387-4848",240-594-0600,Phone: 202-387-4848,https://ayuda.com/legal-services-4/domestic-violence-family-law/
46,Detained Unaccompanied Children's Program,CAIR Coalition,"Our legal services include:

Legal orientation through Know Your Rights presentations
Individual legal screenings & consultations
Initial immigration court appearances
Legal referrals
Post-18 planning services


","El Departamento de Servicios Sociales del Condado de Prince George ofrece programas de asistencia esenciales a residentes necesitados, incluyendo SNAP (Programa de Asistencia Nutricional Suplementaria), asistencia en efectivo, Medicaid y programas de asistencia energética. Estos programas ofrecen apoyo en diversas formas, como alimentos, atención médica, beneficios en efectivo y asistencia con las facturas de energía.

Las personas que buscan asistencia financiera pueden presentar una solicitud para estos programas en línea o en persona. Ya sea que se necesite ayuda alimentaria, en efectivo o médica, el departamento se esfuerza por hacer que el proceso de solicitud sea accesible y sencillo para aquellos que lo necesitan. A través de estos programas, el departamento tiene como objetivo aliviar las cargas financieras y mejorar el bienestar de individuos y familias en la comunidad..","1025 Connecticut Avenue NW, Suite 701,
Washington, DC 20036

1 North Charles Street, Suite 2305, 
Baltimore, MD, 21201",202-899-3987,,https://www.caircoalition.org/detained-unaccompanied-childrens-program
47,Detained Adult Program,CAIR Coalition,"CAIR Coalition's Detained Adult Program (DAP) works with the hundreds of adults detained by ICE in the Capital region each year, providing information, support, and legal representation. We provide trauma-sensitive, client-centered services and deeply value our clients' autonomy as they navigate the fundamentally inhumane immigration system. ",Damos la bienvenida a eventos de mesa en la comunidad y también ayudar a patrocinar un aspecto de su evento también. Queremos ayudar a que las reuniones de la comunidad sean posibles y educativas como sea posible.,"1025 Connecticut Avenue NW, Suite 701,
Washington, DC 20036

1 North Charles Street, Suite 2305, 
Baltimore, MD, 21201",202-899-3987,,https://www.caircoalition.org/detained-adult-program-0
48,"
Aging with Dignity Program (Multiple Senior Services)",Catholic Charities (Maryland),"Our senior services are built on traditions of excellence, dignity, and respect. As a leading provider of exceptional, affordable apartment communities and life care options for seniors in the Baltimore region, we deliver compassionate care through a full continuum of services available to people of all faiths.

Our senior apartment communities include a full range of services for adults 62 and older seeking affordable housing. Specialized care is available through our adult day services, assisted living, rehabilitation, and nursing care programs. Our free information and referral service helps you to make decisions about what is best for you or your loved one.

","Community Crisis Services, Inc. promueve nuestra Línea de Crisis para la Prevención de Crisis. Entendemos que el término crisis puede significar cosas diferentes para diferentes personas. Nuestros servicios para situaciones de crisis abarcan una amplia gama de necesidades, desde abordar la falta de hogar y conflictos familiares hasta dificultades emocionales e intentos de suicidio, así como brindar asistencia durante desastres a gran escala. Nuestros consejeros están disponibles las 24 horas del día para escuchar y ofrecer apoyo.","320 Cathedral Street
Baltimore, MD 21201",667-600-2000,,https://cc-md.org/our-programs/aging-with-dignity/
49,Survivor's Rights & Getting Legal Help,MCASA (Maryland Coalition Against Sexual Assault),"MCASA’s Sexual Assault Legal Institute (SALI) provides comprehensive legal services to survivors of sexual violence statewide, as well as training and technical assistance for professionals working with survivors.","Community Crisis Services, Inc. ofrece una variedad de servicios para la violencia doméstica destinados a apoyar a individuos y familias afectadas por el abuso doméstico. Nuestras ofertas incluyen la Clínica de Intervención en Violencia Familiar (FAMVIC), el Programa para Sobrevivientes, el Programa de Intervención para Agresores (VIP), el Programa de Manejo de la Ira y el Programa de Servicios en Langley Park. Para obtener información detallada sobre cada programa, visite nuestro sitio web. Alternativamente, puede hablar directamente con un consejero llamando a nuestra línea directa.","Mail Infor:
P.O. Box 8782
Silver Spring, MD 20907","301-565-2277 
",,https://mcasa.org/survivors/sali
52,"Prince George's County
Workforce Program",Latin Amercian Youth Center (LAYC),"Prince George's County Workforce Program provides 
support, education, and assistance to out-of-school 
youth ages 16-24. Our services help educate and 
prepare participants for entering the workforce.","El Programa de mano de obra del condado de Prince George apoyo, educación y asistencia a jóvenes no escolarizados de 16 a 24 años. Nuestros servicios ayudan a educar y preparar a los participantes para ingresar a la fuerza laboral.","Sheridan Street
Riverdale, MD 20737",301-431-3121,,"https://www.findhelp.org/latin-american-youth-center-%2528layc
%2529--riverdale-md--prince-george%2527s-county-workforce-
program/6148924622503936?postal=20783

https://www.facebook.com/laycdc"
53,Job SKills and Training,Job Corps,"Job Corps provides hands-on career technical training
in high-growth industries and can also help individuals
get a GED or high school diploma if they don't already
have one.",Job Corps ofrece formación técnica práctica en sectores de gran crecimiento y también puede ayudar a las personas a obtener el GED o el título de secundaria si aún no lo tienen.,"Nationwide
Apply on thier website",800-733-5627,(202)-693-3000,"https://www.findhelp.org/job-corps--washington-dc--job-skills-
and-training/5928271591112704?postal=20783

https://enroll.jobcorps.gov/interest-form/01-who-is-interested"
55,"Empowering Careers Program
(Multiple Services)",Catholic Charities (Maryland),"Access to steady employment enables individuals to help themselves
 and their families. We offer job training programs that educate and
 connect skilled workers to employers who need their help.
Catholic Charities of Baltimore assists individuals who are un- or 
underemployed by providing supports, skills training, resources, and
 job placement services intended to lead toward meaningful, 
sustainable employment.","El acceso a un empleo estable permite a las personas ayudarse a sí mismas y a sus familias. Ofrecemos programas de formación laboral que educan y ponen en contacto a trabajadores cualificados con empresarios que necesitan su ayuda. Catholic Charities of Baltimore ayuda a las personas que están desempleadas o subempleadas, proporcionándoles apoyo, formación profesional, recursos y servicios de colocación laboral destinados a conducirles hacia un empleo significativo y sostenible.","320 Cathedral Street
Baltimore, MD 21201",667-600-2000,,https://cc-md.org/our-programs/empowering-careers/
56,"CVS Pharmacy
Technician training","CVS Health® and
 the Community College
 of Baltimore County","Helps prepare applicants with disabilities to take 
the national Pharmacy Technician Certifying Board? (PTCB) test 
to become a Certified Pharmacy Technician (baltimore based)",Ayuda a preparar a los solicitantes con discapacidad para realizar el examen nacional Pharmacy Technician Certifying Board (PTCB) para convertirse en Técnico de Farmacia Certificado (con sede en Baltimore).,"Contact your DORS 
Counselor or local DORS 
office for more information.
dors.maryland.gov",,,https://dors.maryland.gov/consumers/WTC/WTCtraining/Pages/Pharmacy_Tech.aspx
57,"Division of Workforce Development 
and Adult Learning Maryland 
Apprenticeship and Training Program",Maryland Department of Labor,"program provided by the Maryland Department of Labor 
that connects Maryland residents with local apprenticeships 
and job opportunities",Programa proporcionado por el Maryland Department of Labor que conecta a los residentes de Maryland con aprendizajes locales y oportunidades de empleo,"1100 N. Eutaw Street,
 Room 209 Baltimore, 
MD 21201","410-767-2246 ","Fax: 410-333-5162 
E-mail: info@mdapprenticeship.com",https://www.dllr.state.md.us/employment/appr/
58,Apprenticeship Maryland,maryland public schools,"youth program for students, ages 16 and up that based on career
 pathways in manufacturing and 
STEM occupations",Programa juvenil para estudiantes a partir de 16 años basado en itinerarios profesionales en el sector manufacturero y las profesiones STEM.,,410-767-0635,"Fax: (410) 333-2099
jennifer.griffin@maryland.gov
Jennifer Griffin
Career Programs and 
Apprenticeship Specialist, 
Office of 
College and Career Pathways",https://www.marylandpublicschools.org/programs/Pages/CTE/ApprenticeshipMD.aspx
59,Maryland's American Job Centers,"WorkSource Montgomery 
American Job Centers ","job centers with avalible constultants to 
discuss career exploration, referrals to training programs, 
résumé preparation, and workshops.","Centros de empleo con consultores disponibles para hablar de exploración de carreras, derivación a programas de formación, preparación de currículos y talleres.","11510 Georgia Avenue, Suite #100
Wheaton, MD  20902",301-929-4350,Fax: 301-929-4383,"https://www.dllr.state.md.us/county/mont/ "
60,"Division of Rehabilitation Services 
","MARYLAND STATE 
DEPARTMENT OF EDUCATION","DORS partners with people  disabilities, 
providing services such as career 
assessment and counseling","DORS colabora con personas discapacitadas, prestándoles servicios como la evaluación y el asesoramiento profesional.","Division of Rehabilitation 
Services
2301 Argonne Drive
Baltimore, MD 21218",410-554-9442,Email: dors@maryland.gov,https://dors.maryland.gov/consumers/Pages/default.aspx
61,Vocational Training,CASA,"CASA partners with Community Colleges, Universities, Labor Unions, Private, 
Public, and non-profit organizations to offer a range of vocational training 
classes to low-income immigrant communities.","CASA colabora con colegios comunitarios, universidades, sindicatos, organizaciones privadas, públicas y sin ánimo de lucro para ofrecer una serie de clases de formación profesional a comunidades de inmigrantes con bajos ingresos.","Multicultural Center
8151 15th Avenue
Hyattsville, MD 20783",301-431-4185,,"https://www.findhelp.org/casa--hyattsville-md
--vocational-training/5739352456429568?postal=20783

https://wearecasa.org/vocational-training-maryland/"
62,Education Programs,Heart of Tabitha Foundations Inc,"Free services include:
- Financial literacy & awareness
- Leadership & personal development
- College & career readiness, including resume & interview help
- Technically training (such as Microsoft Office & word processing)","Los servicios gratuitos incluyen:
- Educación y concienciación financiera
- Liderazgo y desarrollo personal
- Preparación para la universidad y la carrera profesional, incluida la ayuda con el currículum y las entrevistas
- Formación técnica (como Microsoft Office y procesamiento de textos)","P.O. Box 607
Silver Spring, MD 20901",202-681-7256,,"https://www.findhelp.org/heart-of-tabitha-foundation-inc--
silver-spring-md--education-programs/6017349863866368?postal=20783

http://www.heartoftabithafoundation.org/"
63,"Mortgage Counseling and 
Foreclosure Prevention",Housing Initiative Partnership,"Free services include:
- Counselors help to complete and submit applications to mortgage services
- Help to negotiate with the mortgage services
- Help to review potential offers and provide referrals for other assistance programs
- Covers residents of Montgomery County and Prince Georges County, MD","Los servicios gratuitos incluyen:
- Los asesores ayudan a cumplimentar y presentar solicitudes a los servicios hipotecarios
- Ayuda para negociar con los servicios hipotecarios
- Ayuda para revisar posibles ofertas y proporcionar referencias para otros programas de asistencia
- Cubre a los residentes de los condados de Montgomery y Prince Georges, MD","6525 Belcrest Rd
Suite 555
Hyattsville, MD 20782",301-699-3835,,"https://www.findhelp.org/housing-inititative-partnership--hyattsville-md--
mortgage-counseling-and-foreclosure-prevention/4991474575343616?
postal=20783

https://hiphomes.org/"
64,"Community Services
Prince George's County","Sowing Empowerment & Economic
Development, Inc. (SEED)","Free services include:
- Affordable healthcare enrollment and outreach
- Health education classes
- Housing counseling and education
- Family Financial Fitness Program (FFFP)","Los servicios gratuitos incluyen:
- Inscripción y divulgación de asistencia sanitaria asequible
- Clases de educación sanitaria
- Asesoramiento y educación en materia de vivienda
- Family Financial Fitness Program (FFFP)","6201 Riverdale Road
Suite 200
East Riverdale, MD 20737",301-458-9808,,"https://www.findhelp.org/sowing-empowerment-%2526-economic-
development%252C-inc.-%2528seed%2529--east-riverdale-md--
community-services---prince-george%2527s-county/4666248145403904?
postal=20783

https://www.facebook.com/SEEDINC/"
65,"CVS Pharmacy
Technician training","CVS Health® and
 the Community College
 of Baltimore County","Helps prepare applicants with disabilities to take 
the national Pharmacy Technician Certifying Board? (PTCB) test 
to become a Certified Pharmacy Technician (baltimore based)",Ayuda a preparar a los solicitantes con discapacidad para realizar el examen nacional de Pharmacy Technician Certifying Board (PTCB) para convertirse en Técnico Farmacéutico Certificado (con sede en Baltimore),,N/A,,"https://dors.maryland.gov/consumers/WTC/WTCtraining/Pages/Pharmacy
_Tech.aspx "
66,"GED Test 
Preparation Program
",montgomery college,"- ranges from $40-$65 for GED preparation 
-  Free Adult Basic Education for those students who need
 assistance in developing basic skills in reading and math.","- Oscila entre 40 y 65 dólares para la preparación del GED 
- Educación Básica para Adultos gratuita para aquellos estudiantes que necesiten asistencia en el desarrollo de habilidades básicas en lectura y matemáticas.","Rockville Campus, 
AELG Programs, Mannakee Building,
 Suite 235, Rockville, Maryland 20850",240-567-8950,ged@montgomerycollege.edu,"https://www.montgomerycollege.edu/workforce-development-continuing
-education/english-language-skills/ged/index.html "
67,"The Adult Education
 Program of PG county",PG Community College,#NAME?,#NAME?,,301-546-0891,"301-546-8350. ","https://www.pgcc.edu/go/ged/ "
68,"University of Maryland 
Open Learning",University of Maryland,Mixture of paid and free courses offered by the university of maryland,Mezcla de cursos de pago y gratuitos ofrecidos por la universidad de maryland,,,,https://umd.catalog.instructure.com/
69,"Adult ESOL Classes at 
Montgomery Community College",Montgomery Community College,"- Free Low level esol classes 
- 100 dollar tution for advanced esol classes","- Clases gratuitas de ESOL nivel bajo 
- 100 dolares para clases de ESOL avanzado","Rockville Campus,
 AELG Program, 
Mannakee Bldg. 
Suite #235,
 900 Hungerford
 Drive, 
Rockville, Maryland 20850","
240-567-8950",esol@montgomerycollege.edu,"https://www.montgomerycollege.edu/workforce-development-continuing
-education/english-language-skills/adult-esol/esol-schedule.html"
70,"English Classes 
Gilchrist Immigrant 
Resource Center","
Gilchrist Immigrant Resource Center","-  every day skills and are taught by skilled volunteer teachers 
- 35 dollar textbook  ","- Habilidades cotidianas e impartidas por profesores voluntarios cualificados 
- Libro de texto es 35 dólares",,240-777-4941,,https://www.montgomerycountymd.gov/gilchrist/classes/esol-class.html
71,"NUEVA ESPERANZA
","Centro de Apoyo Familiar

","The goal of the Nueva Esperanza program is to provide educational training, emotional and social support to elders to prevent isolation, depression and to improve their quality of life in the areas of English Language, physical, emotional and environmental health.

The program activities are guided to meet this goal based on a series of weekly workshops and/or activities that focus on the topics related to each of the areas mentioned above.

The group meets virtually via zoom platform. The meetings are on Fridays for about one to two hours 10:00am-12:00noon.","El objetivo del programa Nueva Esperanza es proporcionar formación educativa, apoyo emocional y social a los mayores para prevenir el aislamiento, la depresión y mejorar su calidad de vida en las áreas de lengua inglesa, salud física, emocional y ambiental.

Las actividades del programa están orientadas a cumplir este objetivo en base a una serie de talleres y/o actividades semanales que se centran en los temas relacionados con cada una de las áreas mencionadas anteriormente.

El grupo se reúne virtualmente a través de la plataforma zoom. Las reuniones son los viernes con una duración aproximada de una a dos horas de 10:00 a 12:00 horas.","6801 Kenilworth Ave. Suite 110 
Riverdale, MD 20737",301-328-3292,,https://mycaf.org/nueva-esperanza/
72,"FINANCIAL LITERACY PROGRAM
","Centro de Apoyo Familiar

","The Financial Literacy Program provides education through workshops in which various 
topics are covered to help the participants better understand their finances and build 
financial stability and wealth.

Topics covered in these workshops include money management, the importance of 
budgeting, savings, and credit. Additional topics include; Fair Housing, avoiding 
predatory lending, avoiding scams and other related topics. ","El Programa de Alfabetización Financiera proporciona educación a través de talleres en los que se tratan diversos temas para ayudar a los participantes a comprender mejor sus finanzas y a crear estabilidad financiera y riqueza.

Los temas tratados en estos talleres incluyen la gestión del dinero, la importancia de los presupuestos, el ahorro y el crédito. Otros temas son la vivienda justa, evitar los préstamos abusivos, evitar las estafas y otros temas relacionados.","6801 Kenilworth Ave. Suite 110 
Riverdale, MD 20737",301-328-3292,gsvasquez@mycaf.org,https://mycaf.org/financial-literacy-program/
73,Rental Counseling Program,"Centro de Apoyo Familiar

","The Rental Counseling Program helps keep household in stable situations when facing 
evictions, loss of utilities, and other housing emergencies caused by loss of income, 
increase in expenses, or both.","El Rental Counseling Program ayuda a mantener a los hogares en situaciones estables cuando se enfrentan a desahucios, pérdida de servicios públicos y otras emergencias relacionadas con la vivienda causadas por la pérdida de ingresos, el aumento de los gastos o ambas cosas.","6801 Kenilworth Ave. Suite 110 
Riverdale, MD 20737",301-328-3292,,https://mycaf.org/rental-counseling/
74,Credit Counseling Program,"Centro de Apoyo Familiar

","The Credit Counseling Program helps clients resolve outstanding credit issues on their 
credit report, improve their credit scoring, and reduce outstanding debts. This program
 is set to give clients a chance to regain control of their finances and improve their 
FICO score.","El Credit Counseling Program ayuda a los clientes a resolver los problemas de crédito pendientes en su informe crediticio, mejorar su puntuación crediticia y reducir las deudas pendientes. Este programa está diseñado para dar a los clientes la oportunidad de recuperar el control de sus finanzas y mejorar su puntuación FICO.","6801 Kenilworth Ave. Suite 110 
Riverdale, MD 20737",301-328-3292,,https://mycaf.org/credit-rebuilding/
85,Literacy Tutoring,"Prince George's Community 
College",Provides basic literacy and numeracy tutoring for adult learners 18+,Ofrece clases de alfabetización básica y aritmética elemental a estudiantes adultos mayores de 18 años.,,"                                                                       
301-546-7422","Tiffany Garcia, 
Student Support Coordinator
301-546-PGCC (7422) Ext. 68482             ","Student interest form: https://docs.google.com/forms/d/e/1FAIpQLSeKNv
30zAPpDFHANWo0BmLqVbPaAe0WPXdfzCtVqz4qGu8sVQ/viewform"
6,Food Pantry,Langley Park Community Center,"Open to anyone in need, all ages 
An individual must be a part of the program in order to receive service
Covers: Prince Georges County, MD
Available every 4th Friday of the month","Abierto a cualquier persona necesitada, de todas las edades. Una persona debe formar parte del programa para recibir el servicio. Cubre: Condado de Prince Georges, MD. Disponible cada 4to viernes del mes","1500 Merrimac Drive Hyattsville, MD 20783",301-445-4508,,"https://www.findhelp.org/langley-park-community-center--hyattsville-md--food-pantry/
5678200195645440?postal=20707&ref=ab_redirect"
75,TOGETHER Program/JUNTOS en PAREJA,"University of Maryland, 
College Park","The University of Maryland’s TOGETHER Program/JUNTOS en PAREJA is a FREE program/research project for couples to receive relationship and financial education workshops, connection to community resources, gift cards, and more! The free workshop series take place throughout six 2.5-hour sessions, held once a week, for 6 consecutive weeks. The workshop series are offered in English or Spanish, online or in-person, and they take place in a group setting of 3-10 couples. Workshops are led by our relationship expert and financial expert facilitators (usually marriage and family therapists and accredited financial counselors). The workshops are designed to help couples strengthen their relationship, apply healthy relationship skills to improve communication, identify relationship stressors, address financial burdens & stress, and learn coping skills to better manage stress and finances. Case managers work one on one with all participating couples to connect them with additional low-cost, local resources such as free tax prep, couples therapy, employment services, housing searching, financial coaching, home buyer education, etc. Couples can receive up to $160 in gift cards for survey completion and perfect workshop attendance. The program has been serving the community since 2015, and we've enrolled over 1300 couples. 99% of couples who complete surveys report that the program helps! Visit togetherprogram.org or call 1-877-432-1669 to sign up! ","El Programa TOGETHER/JUNTOS en PAREJA de la Universidad de Maryland es un programa/proyecto de investigación GRATUITO para que las parejas reciban talleres sobre relaciones y educación financiera, conexión con recursos comunitarios, tarjetas de regalo, ¡y mucho más! Las series de talleres gratuitos tienen lugar a lo largo de seis sesiones de 2,5 horas, celebradas una vez a la semana, durante 6 semanas consecutivas. Las series de talleres se ofrecen en inglés o español, en línea o en persona, y tienen lugar en un grupo de 3-10 parejas. Los talleres están dirigidos por nuestros facilitadores expertos en relaciones y en finanzas (normalmente terapeutas matrimoniales y familiares y asesores financieros acreditados). Los talleres están diseñados para ayudar a las parejas a fortalecer su relación, aplicar habilidades de relación saludables para mejorar la comunicación, identificar los factores estresantes de la relación, abordar las cargas financieras y el estrés, y aprender habilidades de afrontamiento para gestionar mejor el estrés y las finanzas. Los gestores de casos trabajan individualmente con todas las parejas participantes para ponerlas en contacto con otros recursos locales de bajo coste, como preparación gratuita de impuestos, terapia de pareja, servicios de empleo, búsqueda de vivienda, asesoramiento financiero, educación para la compra de vivienda, etc. Las parejas pueden recibir hasta 160 dólares en tarjetas regalo por completar la encuesta y asistir perfectamente al taller. El programa ha estado sirviendo a la comunidad desde 2015, y hemos inscrito a más de 1300 parejas. ¡El 99% de las parejas que completan las encuestas informan que el programa ayuda! ¡Visita togetherprogram.org o llama al 1-877-432-1669 para inscribirte!","1142 School of Public Health Building
Department of Family Science
4200 Valley Dr. University of Maryland","
",sfritz22@umd.edu,togetherprogram.org
76,Marcela Cámpoli,"The Maryland Center 
@ Bowie State University 
(Contractor)",Smoking Cessation & Health Education,Dejar de fumar y educación sanitaria,,"
202-643-9827",moreyou2021@gmail.com,https://www.moreyouclub.com/
77,"Foster(Resource) Parent  Recruitment, Training and Retention","Prince George's County 
Department of Social Services","Free Foster Parenting Training ",Formación gratuita para los padres de acogida,"805 Brightseat Road, Landover, 
Maryland. 20785","301-909-2300 
",,https://www.pgdssfosterparents.com/
78,The Representation and Research Ethics (RARE) Project,University of Maryland,"Offering family friendly activities with small UMD themed prizes while interacting with 
the community as we aim to increase the ethical representation of minorities in 
scientific research ","Ofrecer actividades familiares con pequeños premios temáticos de la Universidad de Maryland mientras se interactúa con la comunidad, ya que nuestro objetivo es aumentar la representación ética de las minorías en la investigación científica.",,301-405-8355,rare@umd.edu,https://rare.umd.edu/
79,Scholarship for Student Parents,Generation Hope,"Generation Hope is now accepting applicants for their Scholar Program, which provides wraparound support to young parents working towards their college degrees. Parents accepted into Generation Hope's program receive up to $2,400/year in scholarship funding, one-on-one mentoring, case management, free mental health support, career coaching, tutoring, and emergency funding as needed, and access to additional parenting support including free books, home visiting, and childcare assistance. To be eligible, applicants must have been pregnant or expecting at 19 or younger, currently be 25 or younger, live within 50 miles of DC, and be attending/planning to attend a nonprofit college seeking an associate's and/or a bachelor's degree. They also must be a US citizen, permanent legal resident, DACA recipient, or have any other status that provides work eligibility and in-state tuition (i.e. U Visa, VAWA, etc). The application and all of the program details are available at www.generationhope.org/scholar-program through April 1st, with applications accepted on a rolling basis through May 1st. If you or your clients have any questions, please feel free to reach out to Scholar Recruitment Coordinator Maddie Hren at madeline@generationhope.org or by call/text at (202) 642-4325?. ","Generation Hope está aceptando solicitudes para su programa Scholar, que proporciona apoyo integral a los padres jóvenes que trabajan para obtener un título universitario. Los padres aceptados en el programa Generation Hope reciben hasta 2.400 dólares al año en becas, tutoría individualizada, gestión de casos, apoyo gratuito en salud mental, orientación profesional, tutorías y financiación de emergencia según sea necesario, así como acceso a apoyo adicional para la crianza de los hijos, como libros gratuitos, visitas a domicilio y ayuda para el cuidado de los niños. Para ser elegibles, las solicitantes deben haber estado embarazadas o esperando un hijo a los 19 años o menos, tener actualmente 25 años o menos, vivir en un radio de 50 millas de DC, y estar asistiendo o planeando asistir a una universidad sin ánimo de lucro en busca de un título de asociado y/o una licenciatura. También deben ser ciudadanos estadounidenses, residentes legales permanentes, beneficiarios de DACA, o tener cualquier otro estatus que proporcione elegibilidad para trabajar y matrícula estatal (es decir, Visa U, VAWA, etc.). La solicitud y todos los detalles del programa están disponibles en www.generationhope.org/scholar-program hasta el 1 de abril, con solicitudes aceptadas de forma continua hasta el 1 de mayo. Si usted o sus clientes tienen alguna pregunta, no dude en ponerse en contacto con la coordinadora de contratación de becarios Maddie Hren en madeline@generationhope.org o por teléfono/texto en el (202) 642-4325.","1401 Okie Street, NE 
Suite 300 
Washington, D.C.  20002 ",202-734-5838,,https://www.generationhope.org/scholar-program
80,Brenda Pichet,International HS at Largo,"International High School at Largo is a school of choice for English Language 
Learners (ELLs)  in place of their neighborhood school. Our curricula aligns with 
PGCPS, and it also includes language support and experiential projects. We focus 
on four CARE values: curiosity, aspiration, resilience, and empathy. We also engage 
in restorative practices with our students and staff. We are a lottery based school and
 our lottery application opens each year in November and closes in March. 
The deadline to apply this year is March 1, 2024. ","International High School at Largo es una escuela de elección para los Estudiantes del Idioma Inglés (English Language Learners) en lugar de su escuela de barrio. Nuestro plan de estudios se alinea con PGCPS, y también incluye apoyo lingüístico y proyectos experienciales. Nos centramos en cuatro valores CARE: curiosidad, aspiración, resiliencia y empatía. También participamos en prácticas restaurativas con nuestros estudiantes y el personal. Somos una escuela basada en la lotería y nuestra solicitud de lotería se abre cada año en noviembre y se cierra en marzo. La fecha límite para solicitar este año es el 1 de marzo de 2024.","505 Largo Rd, 
Upper Marlboro, MD 20774",301-702-3810,,"Website: www.pgcps.org/ihslargo
Lottery Application: tinyurl.com/ApplytoIHS"
81,"ESL, GED, Digital Literacy Classes for Adults",Classroom 2 Community (C2C),"Online, adult education classes free to Maryland residents. Classes include ESL and 
English proficiency, GED and College Prep classes, Digital Literacy from beginner 
computer classes to IT certifications, and workforce development workshops.","Clases de educación de adultos en línea gratuitas para los residentes de Maryland. Las clases incluyen ESL y dominio del inglés, GED y clases de preparación para la universidad, alfabetización digital, desde clases de informática para principiantes hasta certificaciones de IT, y talleres de desarrollo de la fuerza laboral.","Classroom 2 Community
21 Maryland Avenue, Suite 320 (Rockville Memorial Library 3rd Floor)
Rockville, MD 20850",,,https://www.learnwithc2c.org/student-programs#our-programs
82,"PreK-12 Public Education & 
Community Schools Supports","Prince George's County
 Board of Education","Governance, policy making, budgeting and advocacy on behalf of students, 
staff and families. ","Gobernanza, elaboración de políticas, presupuestos y defensa de los intereses de los estudiantes, el personal y las familias.","14201 School Ln, 
Upper Marlboro, MD 20772",301-952-6000,,https://www.pgcps.org/offices/board-of-education
83,"Jaqueline Menjivar ","UMD Office of Community 
Engagement ","Community networking and partnerships in and near the City of College Park. ",Creación de redes y asociaciones comunitarias en la ciudad de College Park y sus alrededores.,"0303A Marie Mount Hall, 
University of Maryland, College Park,
MD 20742",301-405-1113,,oce.umd.edu
84,Performing arts experiences,The Clarice Smith Performing Arts Center,"We work with community based organizations to buoy their work in communities 
surrounding the University of Maryland and beyond.",Trabajamos con organizaciones comunitarias para impulsar su labor en las comunidades de los alrededores de la Universidad de Maryland y más allá.,"Suite 3800, The Clarice Smith Performing Arts Center
8270 Alumni Dr
University of Maryland
College Park, MD 20742-1625",301-405-2787,,theclarice.umd.edu
86,Transition ESOL Classes,"Prince George's Community 
College","We offer intermediate, high-intermediate and advanced listening, speaking, reading and 
writing classes that will help you improve your English and prepare for college or your
career. Our classes are online and in-person and include Citizenship and TOEFL 
Preparation. We hope to see you in class!!! ","Ofrecemos clases de comprensión auditiva, expresión oral, lectura y escritura de nivel intermedio, intermedio alto y avanzado que le ayudarán a mejorar su inglés y a prepararse para la universidad o su carrera profesional. Nuestras clases son online y presenciales e incluyen preparación para la ciudadanía y el TOEFL. ¡¡¡Esperamos verte en clase!!!",,301-546-8350,"adulteducation@pgcc.edu ",https://www.pgcc.edu/go/transitionesl/
